,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
53,1000,10.0,5.0,0.30000000000000004,0.0,7.783991638572328,0.4847250509164969,0.39027371800912586,0.518556612991903,0.041566549000009445,0.041567087173461914,4566.0,3117.0,9.132,6.234,13.498,12.67
54,1000,10.0,5.0,0.4,0.0,5.25430347226065,0.4990181104080297,0.36881335841219465,0.492324788991371,0.04063672700000609,0.04063773155212402,4566.0,3117.0,9.132,6.234,12.948,11.584
55,1000,10.0,5.0,0.5,0.0,4.08658020253639,0.48938923395445133,0.3278085041220727,0.47750913182312443,0.03842721299999141,0.03842782974243164,4566.0,3117.0,9.132,6.234,12.29,10.804
56,1000,10.0,5.0,0.6000000000000001,0.0,3.2128190141040176,0.4961190168175938,0.2938751194499072,0.4592959951604689,0.0397757779999921,0.03977608680725098,4566.0,3117.0,9.132,6.234,11.66,9.89
57,1000,10.0,5.0,0.7000000000000001,0.0,2.4089700861411445,0.5133305120609395,0.26970537600291433,0.43521362901100813,0.04019411500000558,0.040195465087890625,4566.0,3117.0,9.132,6.234,11.124,8.968
58,1000,10.0,5.0,0.8,0.0,1.847483406294479,0.5300970873786408,0.22692870543439433,0.4321712351403382,0.036782725999998434,0.036783695220947266,4566.0,3117.0,9.132,6.234,10.394,8.062
59,1000,10.0,5.0,0.9,0.0,1.4585211486499416,0.5734355044699873,0.17882919549586215,0.4234226680092441,0.0672636590000053,0.06726431846618652,4566.0,3117.0,9.132,6.234,9.762,7.17
60,1000,10.0,5.0,,,,,,,,,,,,,,
61,1000,10.0,5.0,0.1,0.0,10.34197525792086,0.47107922096939525,0.4354045957246837,0.5494164885506612,0.04354103299999679,0.043541908264160156,4513.0,3071.0,9.026,6.142,14.554,14.272
62,1000,10.0,5.0,0.2,0.0,9.880093457068366,0.4709030100334448,0.4052543092219635,0.5316346077189783,0.0410230949999999,0.04102349281311035,4513.0,3071.0,9.026,6.142,13.844,13.284
63,1000,10.0,5.0,0.30000000000000004,0.0,7.538798661016006,0.49644327967053536,0.399300891628043,0.5178387865217107,0.03946728500000063,0.039467811584472656,4513.0,3071.0,9.026,6.142,13.38,12.472
64,1000,10.0,5.0,0.4,0.0,5.662018682171844,0.47847206888937954,0.3643779648718519,0.5010934049226676,0.03842732900000101,0.038428306579589844,4513.0,3071.0,9.026,6.142,12.68,11.546
65,1000,10.0,5.0,0.5,0.0,4.022474321128968,0.49103375527426163,0.3410902912019542,0.47831753867031046,0.039226952999996456,0.03922724723815918,4513.0,3071.0,9.026,6.142,12.154,10.598
66,1000,10.0,5.0,0.6000000000000001,0.0,3.1905572750001787,0.4977049180327869,0.29804024964122416,0.4621151862308521,0.03747959300000048,0.03748035430908203,4513.0,3071.0,9.026,6.142,11.516,9.752
67,1000,10.0,5.0,0.7000000000000001,0.0,2.356956195438747,0.5057067603160668,0.2847846428898507,0.4532314463958931,0.037266665000004195,0.03726768493652344,4513.0,3071.0,9.026,6.142,10.896,8.828
68,1000,10.0,5.0,0.8,0.0,1.843117121896203,0.5151915455746368,0.23703340844518467,0.41688316181131535,0.036512372000004234,0.03651309013366699,4513.0,3071.0,9.026,6.142,10.324,7.872
69,1000,10.0,5.0,0.9,0.0,1.4531695607255382,0.6055172413793104,0.18371504073992512,0.48421595139113255,0.036161436000000435,0.03616142272949219,4513.0,3071.0,9.026,6.142,9.52,7.098
70,1000,10.0,5.0,,,,,,,,,,,,,,
71,1000,10.0,5.0,0.1,0.0,9.984137416982946,0.49616829451540195,0.44377535012224084,0.5640327100921796,0.04268388700000969,0.04268527030944824,4542.0,2912.0,9.084,5.824,14.316,13.902
72,1000,10.0,5.0,0.2,0.0,9.665976139519932,0.4843147122965945,0.4038037284935958,0.5425854880723963,0.03949838500000169,0.03949904441833496,4542.0,2912.0,9.084,5.824,13.748,13.082
73,1000,10.0,5.0,0.30000000000000004,0.0,7.178424094872915,0.5104247104247104,0.38517324393450253,0.5189612119704466,0.03916423100000088,0.03916501998901367,4542.0,2912.0,9.084,5.824,13.208,12.06
74,1000,10.0,5.0,0.4,0.0,5.781248281929199,0.5006666666666667,0.36090303162224446,0.5175731564770927,0.04051335200000494,0.04051399230957031,4542.0,2912.0,9.084,5.824,12.552,11.356
